# Generated by scripts/import-romance-lexicons.py; do not edit.
# Lexical pronunciation authority: Montreal Forced Aligner Portuguese dictionaries.
# Pinned mfa-models commit: d6eff86a42c6a90b641e17dfdf7a16555b934483.
# Sources: dictionary/portuguese/brazil_mfa/portuguese_brazil_mfa.dict, dictionary/portuguese/portugal_mfa/portuguese_portugal_mfa.dict.
# Source MFA phones are retained verbatim after NFC normalization.
# word	dialect-membership	mfa-phones
amaldiçoe	portugal	a m a l d i s
amaldiçoemos	portugal	a m a l d i s o e m u ʃ
amaldiçoo	portugal	a m a l d i s o u
amaldiçoou	portugal	a m a l d i s o o w
amalgamando	portugal	a m a l ɣ ɐ m ɐ̃ d u
amalgamar	portugal	a m a l ɣ ɐ m a ɾ
amalha	portugal	a m a ʎ ɐ
amam	brazil	a m ɐ̃ w̃
amam	portugal	ɐ m ɐ̃ w̃
amambai	brazil	a m ɐ̃ b a j
amambai	portugal	ɐ m ɐ̃ b a j
amamentada	portugal	a m a m ẽ t a ð ɐ
amamentado	portugal	a m a m ẽ t a ð u
amamentando	brazil+portugal	a m a m ẽ t ɐ̃ d u
amamentar	portugal	a m a m ẽ t a ɾ
amamentara	portugal	a m a m ẽ t a ɾ ɐ
amamentavam	portugal	a m a m ẽ t a v ɐ̃ w̃
amamentação	brazil	a m a m ẽ t a s ɐ̃ w̃
amamentação	portugal	a m a m ẽ t ɐ s ɐ̃ w̃
amamentou	portugal	ɐ m ɐ m ẽ t o w
amamos	portugal	ɐ m ɐ m u ʃ
amancebado	portugal	ɐ m ɐ̃ s e b a d u
amancinha	portugal	ɐ m ɐ̃ s i ɲ ɐ
amancio	brazil	a m ɐ̃ s i u
amancio	portugal	ɐ m ɐ̃ s j u
amanda	brazil	a m ɐ̃ d ɐ
amanda	portugal	ɐ m ɐ̃ d ɐ
amando	brazil	a m ɐ̃ d u
amando	portugal	ɐ m ɐ̃ d u
amaneirado	portugal	ɐ m ɐ n ɐ j ɾ a ð u
amaneirar	brazil	a m ɐ n e j ɾ a ɾ
amanhada	portugal	ɐ m ɐ ɲ a d ɐ
amanhado	portugal	ɐ m ɐ ɲ a ð u
amanhan	portugal	ɐ m ɐ ɲ ɐ̃
amanhece	portugal	ɐ m ɐ ɲ ɨ s ɨ
amanhecendo	brazil	a m ɐ̃ j̃ e s ẽ d u
amanhecendo	portugal	ɐ m ɐ ɲ ɨ s ẽ d u
amanhecer	brazil	a m ɐ̃ j̃ e s e x
amanhecer	portugal	ɐ m ɐ ɲ ɨ s e ɾ
amanhecera	portugal	ɐ m ɐ ɲ ɨ s e ɾ ɐ
amanheceria	portugal	ɐ m ɐ ɲ ɨ s ɨ ɾ i ɐ
amanhecesse	portugal	ɐ m ɐ ɲ ɨ s ɛ s ɨ
amanheceu	brazil	a m ɐ̃ j̃ e s e w
amanheceu	portugal	ɐ m ɐ ɲ ɨ s e w
amanheci	portugal	ɐ m ɐ ɲ ɨ s i
amanhecia	portugal	ɐ m ɐ ɲ ɨ s i ɐ
amanhecido	portugal	ɐ m ɐ ɲ ɨ s i ð u
amanheça	portugal	ɐ m ɐ ɲ e s ɐ
amanho	portugal	ɐ m ɐ ɲ u
amanhã	brazil	a m ɐ̃ j̃ ɐ̃
amanhã	brazil	ɐ m ɐ̃ j̃ ɐ̃
amanhã	portugal	a m ɐ ɲ ɐ̃
amaninhadas	portugal	ɐ m ɐ n i ɲ a d ɐ ʃ
amaninhar	portugal	ɐ m ɐ n i ɲ a ɾ
amansa	portugal	ɐ m ɐ̃ s ɐ
amansado	portugal	ɐ m ɐ̃ s a ð u
amansador	portugal	ɐ m ɐ̃ s ɐ ð o ɾ
amansam	portugal	ɐ m ɐ̃ s ɐ̃ w̃
amansando	portugal	ɐ m ɐ̃ s ɐ̃ d u
amansar	portugal	ɐ m ɐ̃ s a ɾ
amansarde	portugal	ɐ m ɐ̃ s a ɾ ð ɨ
amansarem	portugal	ɐ m ɐ̃ s a ɾ ɐ̃ j̃
amansará	portugal	ɐ m ɐ̃ s ɐ ɾ a
amansava	portugal	ɐ m ɐ̃ s a v ɐ
amansavam	portugal	ɐ m ɐ̃ s a v ɐ̃ w̃
amant	portugal	ɐ m ɐ̃ t
amante	portugal	ɐ m ɐ̃ t ɨ
amanteigado	brazil	a m ɐ̃ t e j ɡ a d u
amantes	brazil	a m ɐ̃ tʃ i s
amantes	portugal	ɐ m ɐ̃ t ɨ ʃ
amantissimos	portugal	ɐ m ɐ̃ t i s i m u ʃ
amantíssimo	portugal	ɐ m ɐ̃ t i s i m u
amanuense	portugal	ɐ m ɐ n ẽ s i
amanuenses	portugal	ɐ m ɐ n w ẽ s ɨ ʃ
amapari	brazil	ɐ m a p a ɾ i
amapari	portugal	ɐ m ɐ p ɐ ɾ i
amaporã	brazil	a m a p o ɾ ɐ̃
amaporã	brazil	ɐ m ɐ p o x ɐ̃
amaporã	portugal	ɐ m ɐ p u ɾ ɐ̃
amapá	brazil+portugal	ɐ m ɐ p a
amar	brazil	ɐ m a x
amar	portugal	ɐ m a ɾ
amara	portugal	ɐ m ɐ ɾ ɐ
amaral	brazil	ɐ m a ɾ a w
amaral	portugal	ɐ m ɐ ɾ a l
amaralina	brazil	a m a ɾ a ʎ i n ɐ
amaralina	portugal	ɐ m ɐ ɾ a l i n ɐ
amaralzinha	portugal	ɐ m ɐ ɾ a l z i ɲ ɐ
amaram	portugal	ɐ m a ɾ ɐ̃ w̃
amarante	portugal	ɐ m ɐ ɾ ɐ̃ t ɨ
amaranto	portugal	ɐ m ɐ ɾ ɐ̃ t u
amarei	portugal	ɐ m ɐ ɾ ɐ j
amarela	brazil	ɐ m a ɾ ɛ l ɐ
amarela	portugal	ɐ m ɐ ɾ ɛ l ɐ
amarelada	brazil	ɐ m a ɾ ɛ l a d ɐ
amarelada	portugal	ɐ m ɐ ɾ ɨ l a ð ɐ
amareladas	portugal	ɐ m ɐ ɾ ɨ l a ð ɐ ʃ
amarelado	portugal	ɐ m ɐ ɾ ɨ l a ð u
amarelar	portugal	ɐ m ɐ ɾ ɨ l a ɾ
amarelas	brazil	ɐ m a ɾ ɛ l ɐ s
amarelas	portugal	ɐ m ɐ ɾ ɛ l ɐ ʃ
amarelecer	portugal	ɐ m ɐ ɾ ɛ l ɨ s e ɾ
amarelecimento	portugal	ɐ m ɐ ɾ ɨ l ɛ s i m ẽ t u
amarelenta	portugal	ɐ m ɐ ɾ ɨ l ẽ t ɐ
amarelento	portugal	ɐ m ɐ ɾ ɨ l ẽ t u
amarelentos	portugal	ɐ m ɐ ɾ ɨ l ẽ t u ʃ
amarelidão	portugal	ɐ m ɐ ɾ ɨ l i ð ɐ̃ w̃
amarelinha	portugal	ɐ m ɐ ɾ ɨ l i ɲ ɐ
amarella	portugal	ɐ m ɐ ɾ ɨ l ɐ
amarellada	portugal	ɐ m ɐ ɾ ɨ l a ð ɐ
amarellado	portugal	ɐ m ɐ ɾ ɨ l a ð u
amarellas	portugal	ɐ m ɐ ɾ ɨ l ɐ ʃ
amarellecer	portugal	ɐ m ɐ ɾ ɨ l ɨ s e ɾ
amarelleciam	portugal	ɐ m ɐ ɾ ɨ l ɨ s i ɐ̃ w̃
amarellido	portugal	ɐ m ɐ ɾ ɨ l i ð u
amarello	portugal	ɐ m ɐ ɾ ɨ l u
amarellos	portugal	ɐ m ɐ ɾ ɨ l u ʃ
amarelo	brazil	a m a ɾ ɛ l u
amarelo	brazil	ɐ m a ɾ ɛ l u
amarelo	portugal	ɐ m ɐ ɾ ɛ l u
amarelos	brazil	ɐ m a ɾ ɛ l u s
amarelos	portugal	ɐ m ɐ ɾ ɛ l u ʃ
amares	portugal	ɐ m a ɾ ɨ ʃ
amarfanhada	portugal	ɐ m ɐ ɾ f ɐ ɲ a d ɐ
amarfanhado	portugal	ɐ m ɐ ɾ f ɐ ɲ a ð u
amarga	brazil	a m ɐ x ɡ ɐ
amarga	portugal	ɐ m a ɾ ɣ ɐ
amargam	portugal	ɐ m ɐ ɾ ɣ ɐ̃ w̃
amargamente	portugal	ɐ m a ɾ ɣ ɐ m ẽ t ɨ
amargando	portugal	ɐ m ɐ ɾ ɣ ɐ̃ d u
amargar	brazil	a m ɐ x ɡ a x
amargar	portugal	ɐ m ɐ ɾ ɣ a ɾ
amargas	brazil	a m ɐ x ɡ ɐ s
amargas	portugal	ɐ m ɐ ɾ ɣ ɐ ʃ
amargava	portugal	ɐ m ɐ ɾ ɣ a v ɐ
amargo	portugal	ɐ m a ɾ ɣ u
amargor	portugal	ɐ m ɐ ɾ ɣ o ɾ
amargores	portugal	ɐ m a ɾ ɣ u ɾ ɨ ʃ
amargos	brazil	a m ɐ x ɡ u s
amargos	portugal	ɐ m a ɾ ɣ u ʃ
amargosa	portugal	ɐ m ɐ ɾ ɣ o z ɐ
amargoso	portugal	ɐ m ɐ ɾ ɣ o z u
amargou	portugal	ɐ m ɐ ɾ ɣ o w
amargue	portugal	ɐ m ɐ ɾ ɣ ɨ
amarguei	portugal	ɐ m ɐ ɾ ɣ ɐ j
amargura	brazil	a m ɐ x ɡ u ɾ a
amargura	brazil	a m ɐ ɾ ɡ u ɾ a
amargura	portugal	ɐ m ɐ ɾ ɣ u ɾ ɐ
amargurada	portugal	ɐ m ɐ ɾ ɣ u ɾ a ð ɐ
amarguradamente	portugal	ɐ m ɐ ɾ ɣ u ɾ ɐ ð ɐ m ẽ t ɨ
amargurado	portugal	ɐ m ɐ ɾ ɣ u ɾ a d u
amarguram	portugal	ɐ m ɐ ɾ ɣ u ɾ ɐ̃ w̃
amargurando	portugal	ɐ m ɐ ɾ ɣ u ɾ ɐ̃ d u
amargurar	portugal	ɐ m ɐ ɾ ɣ u ɾ a ɾ
amarguras	brazil	a m ɐ x ɡ u ɾ ɐ s
amarguras	portugal	ɐ m ɐ ɾ ɣ u ɾ ɐ ʃ
amargures	portugal	ɐ m ɐ ɾ ɣ u ɾ ɨ ʃ
amargurosa	portugal	ɐ m ɐ ɾ ɣ u ɾ ɔ z ɐ
amaria	portugal	ɐ m ɐ ɾ i ɐ
amariam	portugal	ɐ m ɐ ɾ i ɐ̃ w̃
amarildo	brazil	a m ɐ x i w d u
amarildo	portugal	ɐ m ɐ ɾ i l d u
amario	brazil	a m a ɾ j o
amario	portugal	ɐ m ɐ ɾ i u
amaro	brazil	ɐ m a ɾ u
amaro	portugal	ɐ m ɐ ɾ u
amarone	brazil	ɐ m a ɾ o ɲ i
amarone	portugal	ɐ m ɐ ɾ o n ɨ
amarra	portugal	ɐ m a ʁ ɐ
amarrada	portugal	ɐ m a ʁ a ð ɐ
amarradas	portugal	ɐ m a ʁ a d ɐ ʃ
amarrado	brazil	a m a x a d u
amarrado	portugal	ɐ m a ʁ a d u
amarrados	brazil	a m a x a d u s
amarrados	portugal	ɐ m a ʁ a ð u ʃ
amarram	brazil	a m a x ɐ̃ w̃
amarram	portugal	ɐ m ɐ ɾ ɾ ɐ̃ w̃
amarrando	portugal	ɐ m a ʁ ɐ̃ d u
amarrar	brazil	a m a x a x
amarrar	portugal	ɐ m a ʁ a ɾ
amarrara	portugal	ɐ m a ʁ a ɾ ɐ
amarraram	portugal	ɐ m a ʁ a ɾ ɐ̃ w̃
amarrará	brazil	a m a x a ɾ a
amarrará	portugal	ɐ m ɐ ʁ ɐ ɾ a
amarras	portugal	ɐ m ɐ ʁ ɐ ʃ
amarrasse	portugal	ɐ m ɐ ʁ a s ɨ
amarraste	portugal	ɐ m ɐ ʁ ɐ ʃ t ɨ
amarrava	portugal	ɐ m a ʁ a v ɐ
amarravam	portugal	ɐ m a ʁ a v ɐ̃ w̃
amarração	brazil	a m a x a s ɐ̃ w̃
amarração	portugal	ɐ m a ʁ a s ɐ̃ w̃
amarrota	portugal	a m a ʁ ɔ t ɐ
amarrotada	portugal	a m a ʁ o t a ð ɐ
amarrotado	portugal	a m a ʁ o t a d u
amarrotados	portugal	a m a ʁ o t a ð u ʃ
amarrotar	portugal	a m a ʁ o t a ɾ
amarrotara	portugal	a m a ʁ o t a ɾ ɐ
amarrotava	portugal	a m a ʁ o t a v ɐ
amarrotei	portugal	a m a ʁ o t ɐ j
amarrotou	portugal	a m a ʁ o t o w
amarrou	brazil	a m a x o w
amarrou	portugal	ɐ m ɐ ʁ o w
amartine	portugal	ɐ m ɐ ɾ t i n ɨ
amaru	brazil	a m a ɾ u
amará	portugal	ɐ m ɐ ɾ a
amarão	portugal	ɐ m ɐ ɾ ɐ̃ w̃
amarílis	brazil	ɐ m a ɾ i ʎ i s
amarílis	portugal	ɐ m ɐ ɾ i l i ʃ
amaríssima	portugal	a m a ʁ i s i m ɐ
amas	portugal	ɐ m ɐ ʃ
amassa	portugal	ɐ m a s ɐ
amassada	brazil	a m a s a d ɐ
amassada	portugal	ɐ m ɐ s a ð ɐ
amassadas	portugal	ɐ m ɐ s a ð ɐ ʃ
amassado	portugal	ɐ m ɐ s a ð u
amassar	brazil	a m a s a x
amassar	portugal	ɐ m ɐ s a ɾ
amassava	portugal	ɐ m ɐ s a v ɐ
amassavam	portugal	ɐ m ɐ s a v ɐ̃ w̃
amasse	portugal	ɐ m a s ɨ
amassem	portugal	ɐ m s ɐ̃ j̃
amassou	portugal	ɐ m ɐ s o w
amaste	portugal	ɐ m ɐ ʃ t ɨ
amaterasu	brazil	ɐ m a t e ɾ a s u
amaterasu	portugal	ɐ m ɐ t ɨ ɾ ɐ s u
amatorios	portugal	ɐ m ɐ t u ɾ j u ʃ
amatta	portugal	ɐ m a t ɐ
amatula	portugal	ɐ m ɐ t u l ɐ
amaturá	brazil	ɐ m a t u ɾ a
amaturá	portugal	ɐ m ɐ t u ɾ a
amauaca	portugal	ɐ m ɐ u a k ɐ
amauacas	portugal	ɐ m ɐ u a k a s
amauri	brazil	a m a w ɾ i
amauri	portugal	ɐ m a w ɾ i
amaurotico	portugal	ɐ m a w ɾ u t i k u
amava	brazil	a m a v ɐ
amava	portugal	ɐ m a v ɐ
amavam	brazil+portugal	a m a v ɐ̃ w̃
amavamos	portugal	a m a v a m u ʃ
amavas	portugal	ɐ m a v ɐ ʃ
amaveis	portugal	a m a v ɛ ʃ
amavel	portugal	a m a v ɛ l
amavelmente	portugal	a m a v ɛ l m ẽ t ɨ
amavio	brazil+portugal	a m a v i u
amavioso	brazil+portugal	a m a v i o z u
amavíos	portugal	a m a v i u ʃ
amazon	brazil+portugal	ɐ m ɐ z u n
amazona	portugal	ɐ m ɐ z o n ɐ
amazonas	brazil	ɐ m a z o n ɐ s
amazonas	portugal	ɐ m ɐ z o n ɐ ʃ
amazonense	brazil+portugal	ɐ m ɐ z u n ẽ s i
amazonenses	brazil	ɐ m ɐ z u n ẽ s i s
amazonenses	portugal	ɐ m ɐ z u n ẽ s ɨ ʃ
amazonia	portugal	ɐ m ɐ z u n i ɐ
amazonica	portugal	ɐ m ɐ z u n i k ɐ
amazonico	portugal	ɐ m ɐ z u n i k u
amazonina	brazil	ɐ m ɐ z u ɲ i n ɐ
amazonina	portugal	ɐ m ɐ z u n i n ɐ
amazonita	brazil	ɐ m ɐ z u ɲ i t ɐ
amazonita	portugal	ɐ m ɐ z u n i t ɐ
amazonítico	brazil	ɐ m ɐ z u ɲ i t i k u
amazonítico	portugal	ɐ m ɐ z u n i t i k u
amazónia	portugal	a m a z ɔ n j ɐ
amazônia	brazil	a m a z o ɲ a
amazônia	portugal	a m a z o n j a
amazônica	brazil	a m a z o ɲ i k ɐ
amazônica	portugal	a m a z o n i k ɐ
amazônicas	portugal	a m a z o n i k ɐ ʃ
amazônico	portugal	a m a z o n i k u
amazônicos	portugal	a m a z o n i k u ʃ
ambar	portugal	ɐ̃ b a ɾ
ambas	brazil	ɐ̃ b ɐ s
ambas	portugal	ɐ̃ b ɐ ʃ
ambaíba	brazil	ɐ̃ b a i b ɐ
ambev	brazil+portugal	ɐ̃ b ɛ v
ambicionam	portugal	ɐ̃ b i s j u n ɐ̃
ambicionar	portugal	ɐ̃ b i s j u n a ɾ
ambicionava	portugal	ɐ̃ b i s j o n a v ɐ
ambicionavam	portugal	ɐ̃ b i s j o n a v ɐ̃ w̃
ambiciono	portugal	ɐ̃ b i s j o n u
ambicionávamos	portugal	ɐ̃ b i s j o n a v a m u ʃ
ambiciosa	portugal	ɐ̃ b i s j ɔ z ɐ
ambiciosas	brazil	ɐ̃ b i s i ɔ z a s
ambiciosas	portugal	ɐ̃ b i s j ɔ z ɐ ʃ
ambicioso	brazil	ɐ̃ b i s i o z u
ambicioso	portugal	ɐ̃ b i s j o z u
ambiciosos	portugal	ɐ̃ b i s j o z u ʃ
ambientais	brazil	ɐ̃ b i ẽ t a j s
ambientais	portugal	ɐ̃ b j ẽ t a j ʃ
ambiental	brazil	ɐ̃ b i ẽ t a w
ambiental	portugal	ɐ̃ b j ẽ t a l
ambientalistas	brazil	ɐ̃ b i ẽ t a ʎ i s t ɐ s
ambientalmente	portugal	ɐ̃ b j ẽ t a l m ẽ t ɨ
ambiente	brazil	ɐ̃ b i ẽ tʃ i
ambiente	portugal	ɐ̃ b j ẽ t ɨ
ambientes	brazil	ɐ̃ b i ẽ tʃ i s
ambientes	portugal	ɐ̃ b j ẽ t ɨ ʃ
ambiete	brazil	ɐ̃ b i ɛ tʃ i
ambiguidade	brazil	ɐ̃ b i ɡ w i d a dʒ i
ambiguidade	portugal	ɐ̃ b i ɣ w i ð a ð ɨ
ambiguidades	brazil	ɐ̃ b i ɡ w i d a dʒ i s
ambiguidades	portugal	ɐ̃ b i ɣ w i ð a ð ɨ ʃ
ambigüidade	portugal	ɐ̃ b i ɣ w i ð a ð ɨ
ambira	portugal	ɐ̃ b i ɾ ɐ
ambivalente	brazil+portugal	ɐ̃ b i v a l ẽ tʃ i
ambivalência	portugal	ɐ̃ b i v ɐ l ẽ s j ɐ
ambição	brazil+portugal	ɐ̃ b i s ɐ̃ w̃
ambições	brazil	ɐ̃ b i s õ j̃ s
ambições	portugal	ɐ̃ b i s õ j̃ ʃ
ambiência	portugal	ɐ̃ b j ẽ s j ɐ
ambo	portugal	ɐ̃ b u
amboril	portugal	ɐ̃ b o ɾ i l
ambos	brazil	ɐ̃ b u s
ambos	portugal	ɐ̃ b u ʃ
ambracia	portugal	ɐ̃ b ɾ ɐ s i ɐ
ambrosia	portugal	ɐ̃ b ɾ u z i ɐ
ambrósio	brazil+portugal	ɐ̃ b ɾ ɔ z j u
ambula	portugal	ɐ̃ b u l ɐ
ambulante	brazil	ɐ̃ b u l ɐ̃ tʃ i
ambulante	portugal	ɐ̃ b u l ɐ̃ t ɨ
ambulantes	brazil	ɐ̃ b u l ɐ̃ tʃ i s
ambulantes	portugal	ɐ̃ b u l ɐ̃ t ɨ ʃ
ambulas	portugal	ɐ̃ b u l ɐ ʃ
ambulatória	portugal	ɐ̃ b u l ɐ t ɔ ɾ j ɐ
ambulatório	portugal	ɐ̃ b u l ɐ t ɔ ɾ j u
ambulância	portugal	ɐ̃ b u l ɐ̃ s j ɐ
ambém	portugal	ɐ̃ b ɐ̃ j̃
ambígua	portugal	ɐ̃ b i ɣ w ɐ
ambíguas	portugal	ɐ̃ b i ɣ w ɐ ʃ
ambíguo	brazil	ɐ̃ b i ɡ w u
ambíguo	portugal	ɐ̃ b i ɣ w u
amco	brazil	a m k u
amco	portugal	ɐ m k u
ame	brazil	ɐ m i
ame	portugal	ɐ m ɨ
ameace	portugal	ɐ m j ɐ s ɨ
ameacei	portugal	ɐ m j ɐ s e j
amealhára	portugal	ɐ m j ɐ ʎ a ɾ ɐ
ameaça	brazil	a m e a s a
ameaça	brazil	a m e a s ɐ
ameaça	portugal	ɐ m j a s ɐ
ameaçada	brazil	a m e a s a d ɐ
ameaçada	portugal	ɐ m j ɐ s a ð ɐ
ameaçadas	brazil	a m e a s a d ɐ s
ameaçadas	portugal	ɐ m j a s a ð ɐ ʃ
ameaçado	brazil	a m e a s a d u
ameaçado	portugal	ɐ m j a s a ð u
ameaçador	brazil	a m e a s a d o x
ameaçador	portugal	ɐ m j a s ɐ ð o ɾ
ameaçadora	brazil	a m e a s a d o ɾ ɐ
ameaçadora	portugal	ɐ m j a s ɐ ð o ɾ ɐ
ameaçadoramente	brazil	a m e a s a d o ɾ ɐ m ẽ tʃ i
ameaçadoramente	portugal	ɐ m j a s ɐ ð o ɾ ɐ m ẽ t ɨ
ameaçadoras	portugal	ɐ m j a s ɐ ð o ɾ ɐ ʃ
ameaçadores	portugal	ɐ m j a s ɐ ð o ɾ ɨ ʃ
ameaçados	brazil	a m e a s a d u s
ameaçados	portugal	ɐ m j a s a ð u ʃ
ameaçal	portugal	ɐ m j a s a l
ameaçam	brazil	a m e a s ɐ̃ w̃
ameaçam	portugal	ɐ m j a s ɐ̃ w̃
ameaçando	brazil	a m e a s ɐ̃ d u
ameaçando	portugal	ɐ m j a s ɐ̃ d u
ameaçar	brazil	a m e a s a x
ameaçar	portugal	ɐ m j a s a ɾ
ameaçaram	brazil	a m e a s a ɾ ɐ̃ w̃
ameaçaram	portugal	ɐ m j a s a ɾ ɐ̃ w̃
ameaçarem	brazil	a m e a s a ɾ ẽ j̃
ameaças	brazil	a m e a s ɐ s
ameaças	portugal	ɐ m j a s ɐ ʃ
ameaçava	portugal	ɐ m j a s a v ɐ
ameaçavam	portugal	ɐ m j a s a v ɐ̃ w̃
ameaçavame	portugal	ɐ m j a s a v ɐ m ɨ
ameaço	portugal	ɐ m j a s u
ameaçou	brazil	a m e a s o w
ameaçou	portugal	ɐ m j a s o w
ameba	portugal	ɐ m ɨ β ɐ
amedronta	portugal	ɐ m ɨ ð ɾ õ t ɐ
amedrontado	portugal	ɐ m ɨ ð ɾ õ t a ð u
amedrontar	portugal	ɐ m ɨ ð ɾ õ t a ɾ
amedrontava	portugal	ɐ m ɨ ð ɾ õ t a v ɐ
amedrontavam	portugal	ɐ m ɨ ð ɾ õ t a v ɐ̃ w̃
amedrontou	portugal	ɐ m ɨ ð ɾ õ t o w
amei	portugal	ɐ m ɐ j
ameias	portugal	ɐ m ɐ j ɐ ʃ
ameigando	portugal	ɐ m ɐ j ɣ ɐ̃ d u
ameigavam	portugal	ɐ m ɐ j ɣ a v ɐ̃ w̃
ameixa	portugal	ɐ m ɐ j ʃ ɐ
amelaia	brazil	a m e l a j ɐ
amelia	portugal	ɐ m e l j ɐ
amem	portugal	ɐ m ẽ j̃
amemos	portugal	ɐ m e m u ʃ
amen	portugal	ɐ m ɛ n
amena	portugal	ɐ m e n ɐ
amenas	portugal	ɐ m e n ɐ ʃ
amencá	portugal	ɐ m ẽ k a
amendoeira	brazil	a m ẽ d u e j ɾ ɐ
amendoeira	portugal	ɐ m ẽ d w ɐ j ɾ ɐ
amendoeiras	portugal	ɐ m ẽ d w ɐ j ɾ ɐ ʃ
amendoim	brazil	a m ẽ d u ĩ
amendoim	portugal	ɐ m ẽ d w ĩ
amenidade	portugal	ɐ m e n i ð a ð ɨ
amenidades	brazil	ɐ m e ɲ i d a dʒ i s
amenisa	portugal	ɐ m e n i z ɐ
amenise	portugal	ɐ m e n i z ɨ
amenizadas	portugal	ɐ m e n i z a d ɐ ʃ
amenizar	brazil	ɐ m e ɲ i z a x
amenizar	portugal	ɐ m e n i z a ɾ
amenizava	portugal	ɐ m e n i z a v ɐ
ameno	brazil+portugal	ɐ m e n u
amenos	portugal	ɐ m e n u ʃ
amento	portugal	ɐ m ẽ t u
ameníssima	portugal	ɐ m e n i s i m ɐ
ameníssimo	portugal	ɐ m e n i s i m u
amera	brazil	a m ɛ ɾ a
amera	portugal	ɐ m ɛ ɾ a
america	brazil	a m e ɾ i k ɐ
america	portugal	ɐ m ɨ ɾ i k ɐ
american	brazil	a m e ɾ i k ɐ̃
american	portugal	ɐ m ɨ ɾ i k a n
americana	brazil	a m e ɾ i k ɐ n ɐ
americana	portugal	ɐ m ɨ ɾ i k ɐ n ɐ
americanas	brazil	a m e ɾ i k ɐ n ɐ s
americanas	portugal	ɐ m ɨ ɾ i k ɐ n ɐ ʃ
americano	brazil	a m e ɾ i k ɐ n u
americano	portugal	ɐ m ɨ ɾ i k ɐ n u
americanos	brazil	a m e ɾ i k ɐ n u s
americanos	portugal	ɐ m ɨ ɾ i k a n u ʃ
americanus	portugal	ɐ m ɨ ɾ i k ɐ n u ʃ
ames	portugal	ɐ m ɨ ʃ
amesendando	portugal	ɐ m e z ẽ d ɐ̃ d u
amesquinhado	portugal	ɐ m ɨ ʃ c i ɲ a ð u
amesquinham	portugal	ɐ m ɨ ʃ c i ɲ ɐ̃ w̃
amesquinhar	portugal	ɐ m ɨ ʃ c i ɲ a ɾ
amesquinhava	portugal	ɐ m ɨ ʃ c i ɲ a v ɐ
amesterdão	brazil	a m ɛ s t e x d ɐ̃ w̃
amesterdão	portugal	ɐ m ɨ ʃ t ɨ ɾ d ɐ̃ w̃
amestrada	portugal	ɐ m ɛ ʃ t ɾ a ð ɐ
amestradas	portugal	ɐ m ɛ ʃ t ɾ ɐ d ɐ ʃ
amestrado	portugal	ɐ m ɛ ʃ t ɾ a ð u
amestrados	portugal	ɐ m ɨ ʃ t ɾ a ð u ʃ
ametista	portugal	ɐ m ɨ t i ʃ t ɐ
ametistas	portugal	ɐ m ɨ t i ʃ t ɐ ʃ
amezendra	portugal	ɐ m e z ẽ d ɾ ɐ
amianto	brazil	a m i ɐ̃ t u
amianto	portugal	ɐ m j ɐ̃ t u
amido	portugal	ɐ m i ð u
amieiro	portugal	ɐ m j e j ɾ u
amieiro	portugal	ɐ m j ɐ j ɾ u
amieiros	portugal	ɐ m j ɐ j ɾ u ʃ
amifade	portugal	ɐ m i f ɐ ð ɨ
amiga	brazil	ɐ m i ɡ ɐ
amiga	portugal	ɐ m i ɣ ɐ
amigada	portugal	ɐ m i ɣ a ð ɐ
amigados	portugal	ɐ m i ɣ a ð u ʃ
amigalhaço	portugal	ɐ m i ɣ a ʎ a s u
amigar	brazil	a m i ɡ a x
amigar	brazil	ɐ m i ɡ a x
amigar	portugal	ɐ m i ɣ a ɾ
amigas	brazil	ɐ m i ɡ ɐ s
amigas	portugal	ɐ m i ɣ ɐ ʃ
amigavelmente	portugal	ɐ m i ɣ a v ɛ l m ẽ t ɨ
amigaço	portugal	ɐ m i ɣ a s u
amigação	portugal	ɐ m i ɣ ɐ s ɐ̃ w̃
amigdalite	brazil	ɐ m i d a ʎ i tʃ i
amigdalite	portugal	ɐ m i ɣ ð ɐ l i t ɨ
amiginho	portugal	ɐ m i ɣ i ɲ u
amigo	brazil	a m i ɡ o
amigo	brazil	a m i ɡ u
amigo	portugal	ɐ m i ɣ u
amigos	brazil	a m i ɡ u s
amigos	portugal	ɐ m i ɣ u ʃ
amiguinha	portugal	ɐ m i ɣ w i ɲ ɐ
amiguinho	brazil	a m i ɟ ĩ j̃ u
amiguinho	portugal	ɐ m i ɣ i ɲ u
amiguinhos	portugal	ɐ m i ɣ i ɲ u ʃ
amigáveis	brazil	a m i ɡ a v e j s
amigáveis	portugal	ɐ m i ɣ a v ɛ ʃ
amigável	portugal	ɐ m i ɣ a v ɛ l
amigão	portugal	ɐ m i ɣ ɐ̃ w̃
amilases	portugal	ɐ m i l a z ɨ ʃ
amilkau	portugal	ɐ m i l k a w
amima	portugal	ɐ m i m ɐ
amimada	portugal	ɐ m i m a ð ɐ
amimado	portugal	ɐ m i m a ð u
amimar	portugal	ɐ m i m a ɾ
amimou	portugal	ɐ m i m o w
amimá	portugal	ɐ m i m a
amin	brazil	ɐ m ĩ
amina	portugal	ɐ m i n ɐ
aminoácidos	brazil	a m i n o a s i d u s
aminoácidos	portugal	ɐ m i n u a s i ð u ʃ
amiotrófica	portugal	ɐ m j u t ɾ ɔ f i k ɐ
amir	brazil	a m i x
amir	portugal	ɐ m i ɾ
amisade	portugal	ɐ m i z a ð ɨ
